epoch,avg_return,entropic,sharpe,markowitz
1,3.1070499420166016,6.182137966156006,0.3896997570991516,94.6893539428711
2,2.1505019664764404,7.475487232208252,0.27369463443756104,92.82984161376953
3,3.362745761871338,5.072993755340576,0.4248825013637543,93.00617980957031
4,2.3892133235931396,7.5331621170043945,0.32716163992881775,79.65950012207031
5,2.916663885116577,5.413183212280273,0.3754657804965973,89.91981506347656
6,2.849034547805786,7.148651123046875,0.3509707450866699,98.52815246582031
7,3.9419593811035156,5.916615009307861,0.48076069355010986,99.48957824707031
8,2.6023519039154053,9.935002326965332,0.3107878565788269,105.26514434814453
9,2.1724984645843506,7.641902446746826,0.28661465644836426,86.21865844726562
10,1.6295890808105469,24.860475540161133,0.21188996732234955,89.36634826660156
11,2.88034725189209,10.279973983764648,0.3210723400115967,120.93389129638672
12,3.233879804611206,21.106769561767578,0.37441256642341614,111.5374984741211
13,4.09731912612915,5.1459550857543945,0.42763304710388184,137.1381378173828
14,2.5937299728393555,28.86390495300293,0.297807902097702,114.1043472290039
15,2.9822001457214355,9.410161018371582,0.38099899888038635,91.27456665039062
16,3.1350653171539307,7.971858978271484,0.3929610252380371,94.78707122802734
17,2.3555800914764404,6.387533187866211,0.31443578004837036,83.98568725585938
18,3.2493417263031006,14.285937309265137,0.3738672137260437,112.96041870117188
19,2.903329610824585,16.017858505249023,0.35252147912979126,101.450439453125
