epoch,avg_return,entropic,sharpe,markowitz
1,1.9802452325820923,15.633776664733887,0.24409219622612,99.27483367919922
2,3.574160099029541,6.922571659088135,0.3914952576160431,124.65347290039062
3,2.4642715454101562,15.94139575958252,0.31667086482048035,90.6996078491211
4,2.9980738162994385,14.473377227783203,0.33574920892715454,119.67274475097656
5,2.195608139038086,10.799198150634766,0.25422966480255127,112.55204772949219
6,2.6227293014526367,15.662585258483887,0.27063968777656555,141.85821533203125
7,3.498697280883789,8.288717269897461,0.41919776797294617,103.66839599609375
8,3.361260175704956,4.7788591384887695,0.4027799069881439,103.77964782714844
9,2.6315646171569824,6.9763593673706055,0.34236985445022583,88.26001739501953
10,2.210791826248169,8.512407302856445,0.27331557869911194,98.44843292236328
11,3.331514835357666,7.646740436553955,0.4084106981754303,99.03926086425781
12,3.7472338676452637,7.6718573570251465,0.4341995120048523,110.8382339477539
13,3.3820462226867676,11.601119995117188,0.3994150757789612,106.92337799072266
14,2.748258590698242,12.096600532531738,0.34683430194854736,93.84744262695312
15,2.879720687866211,7.945382118225098,0.349979043006897,101.28082275390625
16,4.120761394500732,6.8114705085754395,0.4446822702884674,127.99114990234375
17,2.309328556060791,11.931990623474121,0.31146541237831116,82.26497650146484
18,3.47279691696167,12.513497352600098,0.3773294687271118,126.84507751464844
19,2.2450883388519287,5.777785778045654,0.29516294598579407,86.7630844116211
