epoch,avg_return,sharpe
1,1.7088085412979126,0.6452835499986717
2,1.6898528337478638,0.6657158167488372
3,1.640134334564209,0.5833633083299938
4,1.7540496587753296,0.6098013649027182
5,1.669611930847168,0.5956680951488758
6,1.8070909976959229,0.5958691045965784
7,1.7769633531570435,0.6236762977292989
8,1.9870654344558716,0.5895518448329982
9,1.4740759134292603,0.5489122452945244
10,1.8013770580291748,0.5224680621985153
11,1.7076183557510376,0.5852918712592077
12,1.7200367450714111,0.5981953681132263
13,1.9292048215866089,0.6517728645809302
14,2.0577142238616943,0.7560155637860426
15,1.952427625656128,0.580013136810558
16,2.222899913787842,0.6681231777834035
17,1.8168882131576538,0.6805273623420619
18,2.0057828426361084,0.7488965740863323
19,2.0588231086730957,0.7060392271677248
20,1.7891619205474854,0.6577383098540249
21,1.4772329330444336,0.5861794778671354
22,1.7151347398757935,0.7084881298569081
23,2.046966075897217,0.7399810840879676
24,1.4604166746139526,0.6303120862871754
25,1.6569656133651733,0.6041819595794933
26,1.9260478019714355,0.5717256296180923
27,1.7516921758651733,0.6855649980815641
28,2.0524027347564697,0.6493018424112164
29,2.1706392765045166,0.7443976297836287
30,1.8037887811660767,0.48963570938137857
31,1.8916008472442627,0.5990281679348547
32,1.7152020931243896,0.6389966825829516
33,1.9636422395706177,0.6630674365788551
34,2.1721296310424805,0.825360360456168
35,1.723508358001709,0.6948432005765817
36,1.8250200748443604,0.6979921147598631
37,1.6454108953475952,0.5938368106351903
38,1.9182606935501099,0.616203829653456
39,1.9369064569473267,0.7152507334116563
40,1.6125422716140747,0.6570038988436543
41,1.9798122644424438,0.8066883449192114
42,1.8658649921417236,0.6520382491635639
43,2.0615527629852295,0.7040908316242896
44,1.9857475757598877,0.7423606956695512
45,2.085165023803711,0.8183751800163713
46,1.6990363597869873,0.680277447359487
47,1.7334376573562622,0.6664477556109633
48,1.5467746257781982,0.6348410895299309
49,1.9300814867019653,0.747936999403085
50,1.9300495386123657,0.6987256402551048
51,1.5454586744308472,0.5836763087146599
52,1.98465895652771,0.709741211856882
53,1.5523781776428223,0.6111495712912876
54,2.0448741912841797,0.6583766443354176
55,1.597794771194458,0.6373630204680562
56,1.817189335823059,0.6739482449649867
57,1.9155795574188232,0.7176830698380754
58,2.0424044132232666,0.6993054321857491
59,1.738487958908081,0.7052684248260874
60,1.388655662536621,0.610923897877337
61,2.1984312534332275,0.6912816919479103
62,1.79714834690094,0.6708188789214886
63,2.0022096633911133,0.6411929061781063
64,1.8159637451171875,0.6582842832464033
65,1.4451671838760376,0.6347365993510521
66,1.5951088666915894,0.6300899041819367
67,1.6895314455032349,0.6840687554023767
68,1.9789998531341553,0.7075562439811833
69,2.041132926940918,0.70589313732487
70,1.720556378364563,0.7582223307192071
71,1.910111665725708,0.7623734523627976
72,1.837460994720459,0.6567576683059259
73,2.0025575160980225,0.6337552369808542
74,1.95045804977417,0.7733265165961606
75,1.8398994207382202,0.7045487115694243
76,1.591562032699585,0.7724074365926994
77,1.8196542263031006,0.6758309853510234
78,1.834884762763977,0.6887354106830007
79,1.8021817207336426,0.7189638154242574
80,2.0307865142822266,0.6669294356157428
81,1.6410797834396362,0.7018625178774037
82,2.109720230102539,0.725098343511931
83,1.7501505613327026,0.6744121014713907
84,1.692600131034851,0.7067509601197414
85,1.7980848550796509,0.7599418371705765
86,1.5804601907730103,0.6806221655627074
87,1.9913694858551025,0.7950721804569609
88,1.5410221815109253,0.7668036752198168
89,1.7620470523834229,0.7804797471125293
90,1.9043737649917603,0.668269712308982
91,1.5354084968566895,0.734130533943189
92,2.0134763717651367,0.7685114841091045
93,1.6892834901809692,0.7248096202245515
94,1.7148542404174805,0.6867919175219738
95,1.7892416715621948,0.741398820450226
96,1.6472371816635132,0.7284317534313779
97,1.6644359827041626,0.7500811972567147
98,1.7703620195388794,0.7233789513929889
99,1.6814459562301636,0.6793014543377202
100,1.565042495727539,0.7398628794102324
101,2.033597946166992,0.6313207156094721
102,1.8067926168441772,0.6181393897409332
103,1.6648317575454712,0.6849500694111822
104,1.5590589046478271,0.6974515532856085
105,1.67806077003479,0.7226886177944801
106,1.8060129880905151,0.6490877919022703
107,1.7883222103118896,0.7814096613222291
108,1.5751335620880127,0.6253503058719198
109,1.9010801315307617,0.7410506509958624
110,1.611203670501709,0.6557182930268739
111,1.6727339029312134,0.7324537222460944
112,1.7640292644500732,0.743779920337463
113,1.6718920469284058,0.6684968958012606
114,1.8188518285751343,0.5814572124912952
115,2.0985183715820312,0.6561190040060716
116,1.9005653858184814,0.7515541957120835
117,1.8146083354949951,0.7247461651779088
118,1.5492371320724487,0.698752216482539
119,1.8164819478988647,0.7119969794672322
