epoch,avg_return,entropic,sharpe,markowitz
1,2.9210054874420166,14.592843055725098,0.3611675500869751,97.71050262451172
2,2.6687169075012207,15.633261680603027,0.31578877568244934,107.20613098144531
3,3.9100351333618164,5.4125142097473145,0.40231406688690186,141.40733337402344
4,2.9694151878356934,8.402152061462402,0.3501538634300232,107.67020416259766
5,3.0349247455596924,10.467735290527344,0.35636770725250244,108.5449447631836
6,3.117187023162842,6.457252025604248,0.37402698397636414,103.74067687988281
7,2.034618854522705,9.583621978759766,0.26191824674606323,90.80241394042969
8,2.1728928089141846,14.314971923828125,0.2579837143421173,106.96578979492188
9,2.4345664978027344,5.97334098815918,0.28497910499572754,109.84580993652344
10,2.7368969917297363,25.56467628479004,0.2985559105873108,126.54932403564453
11,3.698773145675659,5.674725532531738,0.42409664392471313,113.32453155517578
12,2.4853196144104004,15.776104927062988,0.29734867811203003,104.99256896972656
13,1.9462445974349976,8.883722305297852,0.24293965101242065,96.7918472290039
14,2.4899041652679443,6.633297443389893,0.3442927598953247,77.97307586669922
15,2.556919813156128,9.061081886291504,0.31969308853149414,95.85651397705078
16,3.201106071472168,9.226753234863281,0.3730742633342743,110.06401824951172
17,2.6151745319366455,5.300464153289795,0.3201354444026947,100.04935455322266
18,3.4269144535064697,14.469772338867188,0.3864113688468933,117.5753173828125
19,2.7646398544311523,12.611625671386719,0.2978667914867401,129.76702880859375
20,2.172706365585327,10.013577461242676,0.2893512547016144,84.57100677490234
21,3.0904765129089355,4.651535511016846,0.36637088656425476,106.37965393066406
