epoch,avg_return,entropic,sharpe,markowitz
1,3.4362664222717285,15.043062210083008,0.40434974431991577,107.6718978881836
2,3.0165324211120605,17.836200714111328,0.3423655033111572,116.41600799560547
3,2.3158926963806152,9.300739288330078,0.2816890776157379,101.67216491699219
4,3.186789035797119,6.939582347869873,0.41794100403785706,86.25969696044922
5,3.929352283477783,5.560657978057861,0.45869573950767517,108.96680450439453
6,2.726496458053589,8.524890899658203,0.32379528880119324,106.35611724853516
7,4.030121803283691,12.241080284118652,0.4317595660686493,130.0113067626953
8,2.631924629211426,6.93151330947876,0.3109934628009796,107.55524444580078
9,3.3722028732299805,7.394159317016602,0.3908848166465759,111.13068389892578
10,1.9944148063659668,6.275033950805664,0.2637432813644409,85.97968292236328
11,2.9947080612182617,16.102420806884766,0.3544275164604187,106.84029388427734
12,2.9568676948547363,7.810645580291748,0.364652544260025,98.19920349121094
13,2.7187352180480957,10.712228775024414,0.32333311438560486,106.05402374267578
